province,electorialDistrictNumber,party,points
มหาสารคาม,5,เศรษฐกิจใหม่,598
มหาสารคาม,5,แผ่นดินธรรม,573
มหาสารคาม,5,ผึ้งหลวง,401
มหาสารคาม,5,ประชาภิวัฒน์,354
มหาสารคาม,5,พลเมืองไทย,295
มหาสารคาม,5,สยามพัฒนา,239
มหาสารคาม,5,เพื่อคนไทย,231
มหาสารคาม,5,ประชาธรรมไทย,209
มหาสารคาม,5,พลังแรงงานไทย,200
มหาสารคาม,5,รักษ์ผืนป่าประเทศไทย,170
มหาสารคาม,5,ประชากรไทย,150
มหาสารคาม,5,พลังท้องถิ่นไท,150
มหาสารคาม,5,ภาคีเครือข่ายไทย,144
มหาสารคาม,5,พลังไทยรักไทย,122
มหาสารคาม,5,ทางเลือกใหม่,112
มหาสารคาม,5,รวมพลังประชาชาติไทย,109
มหาสารคาม,5,ครูไทยเพื่อประชาชน,93
มหาสารคาม,5,ไทยศรีวิไลย์,92
มหาสารคาม,5,ประชานิยม,91
มหาสารคาม,5,ชาติพัฒนากล้า,90
มหาสารคาม,5,ประชาชนปฏิรูป,80
มหาสารคาม,5,พลังประชาธิปไตย,65
มหาสารคาม,5,แทนคุณแผ่นดิน,65
มหาสารคาม,5,พลังปวงชนไทย,43
มหาสารคาม,5,ไทรักธรรม,34
มหาสารคาม,5,ชาติไทยพัฒนา,31
มหาสารคาม,5,พลังชาติไทย,24
มหาสารคาม,5,มหาชน,19
มุกดาหาร,1,เพื่อไทย,37937
มุกดาหาร,1,พลังประชารัฐ,22884
มุกดาหาร,1,ก้าวไกล,18663
มุกดาหาร,1,เสรีรวมไทย,6160
มุกดาหาร,1,ภูมิใจไทย,1165
มุกดาหาร,1,พลังปวงชนไทย,921
มุกดาหาร,1,ประชาธิปัตย์,826
มุกดาหาร,1,เพื่อชาติ,813
มุกดาหาร,1,เศรษฐกิจใหม่,708
มุกดาหาร,1,เพื่อคนไทย,605
มุกดาหาร,1,เพื่อแผ่นดิน,426
มุกดาหาร,1,ไทยศรีวิไลย์,412
มุกดาหาร,1,พลังไทยรักไทย,334
มุกดาหาร,1,ครูไทยเพื่อประชาชน,325
มุกดาหาร,1,ประชานิยม,309
มุกดาหาร,1,พลังแผ่นดินทอง,306
มุกดาหาร,1,ชาติไทยพัฒนา,268
มุกดาหาร,1,ประชาชาติ,227
มุกดาหาร,1,พลังชาติไทย,220
มุกดาหาร,1,พลังท้องถิ่นไท,197
มุกดาหาร,1,ประชาธรรมไทย,184
มุกดาหาร,1,รวมใจไทย,183
มุกดาหาร,1,รวมพลังประชาชาติไทย,155
มุกดาหาร,1,พลังธรรมใหม่,152
มุกดาหาร,1,พลเมืองไทย,142
มุกดาหาร,1,พลังสังคม,118
มุกดาหาร,1,ประชาชนปฏิรูป,104
มุกดาหาร,1,ประชาภิวัฒน์,99
มุกดาหาร,1,รักษ์ผืนป่าประเทศไทย,84
มุกดาหาร,1,ประชาธิปไตยใหม่,63
มุกดาหาร,1,ชาติพัฒนากล้า,56
มุกดาหาร,1,ภูมิพลังเกษตรกรไทย,51
มุกดาหาร,1,ไทรักธรรม,41
มุกดาหาร,2,เพื่อไทย,34040
มุกดาหาร,2,พลังประชารัฐ,18327
มุกดาหาร,2,ก้าวไกล,13620
มุกดาหาร,2,เพื่อชาติ,7954
มุกดาหาร,2,ภูมิใจไทย,3675
มุกดาหาร,2,ชาติไทยพัฒนา,3495
มุกดาหาร,2,เสรีรวมไทย,3133
มุกดาหาร,2,ประชาธิปัตย์,1134
มุกดาหาร,2,เศรษฐกิจใหม่,1095
มุกดาหาร,2,รวมใจไทย,1034
มุกดาหาร,2,ครูไทยเพื่อประชาชน,546
มุกดาหาร,2,เพื่อคนไทย,538
มุกดาหาร,2,พลังแผ่นดินทอง,526
มุกดาหาร,2,ความหวังใหม่,375
มุกดาหาร,2,ประชานิยม,333
มุกดาหาร,2,ประชาชาติ,332
มุกดาหาร,2,ประชาธิปไตยใหม่,253
มุกดาหาร,2,ไทยศรีวิไลย์,231
มุกดาหาร,2,พลังท้องถิ่นไท,230
มุกดาหาร,2,พลังชาติไทย,225
มุกดาหาร,2,พลังไทยรักไทย,221
มุกดาหาร,2,ภูมิพลังเกษตรกรไทย,212
มุกดาหาร,2,พลังปวงชนไทย,207
มุกดาหาร,2,เพื่อชีวิตใหม่,201
มุกดาหาร,2,ประชาธรรมไทย,155
มุกดาหาร,2,พลังธรรมใหม่,149
มุกดาหาร,2,ชาติพัฒนากล้า,148
มุกดาหาร,2,ประชาภิวัฒน์,145
มุกดาหาร,2,ประชาชนปฏิรูป,127
มุกดาหาร,2,รวมพลังประชาชาติไทย,105
มุกดาหาร,2,ไทรักธรรม,86
มุกดาหาร,2,รักษ์ผืนป่าประเทศไทย,81
มุกดาหาร,2,ประชาไทย,77
มุกดาหาร,2,ทางเลือกใหม่,60
มุกดาหาร,2,พลังประชาธิปไตย,50
มุกดาหาร,2,พลเมืองไทย,29
มุกดาหาร,2,ผึ้งหลวง,22
แม่ฮ่องสอน,1,พลังประชารัฐ,29754
แม่ฮ่องสอน,1,ประชาธิปัตย์,23050
แม่ฮ่องสอน,1,ก้าวไกล,17148
แม่ฮ่องสอน,1,เพื่อไทย,16747
แม่ฮ่องสอน,1,ภูมิใจไทย,14264
แม่ฮ่องสอน,1,ชาติพัฒนากล้า,13872
แม่ฮ่องสอน,1,ชาติไทยพัฒนา,3402
แม่ฮ่องสอน,1,เสรีรวมไทย,1724
แม่ฮ่องสอน,1,รวมพลังประชาชาติไทย,1612
แม่ฮ่องสอน,1,พลังท้องถิ่นไท,1407
แม่ฮ่องสอน,1,เศรษฐกิจใหม่,1057
แม่ฮ่องสอน,1,ประชาชาติ,943
แม่ฮ่องสอน,1,พลังธรรมใหม่,863
แม่ฮ่องสอน,1,ประชาภิวัฒน์,825
แม่ฮ่องสอน,1,ทางเลือกใหม่,823
แม่ฮ่องสอน,1,ประชาธรรมไทย,805
แม่ฮ่องสอน,1,เพื่อชาติ,753
แม่ฮ่องสอน,1,แผ่นดินธรรม,644
แม่ฮ่องสอน,1,พลังชาติไทย,638
แม่ฮ่องสอน,1,รักษ์ผืนป่าประเทศไทย,549
แม่ฮ่องสอน,1,ไทยศรีวิไลย์,453
แม่ฮ่องสอน,1,พลังไทยดี,368
แม่ฮ่องสอน,1,เพื่อแผ่นดิน,323
แม่ฮ่องสอน,1,ภราดรภาพ,274
แม่ฮ่องสอน,1,ครูไทยเพื่อประชาชน,273
แม่ฮ่องสอน,1,พลังไทยรักไทย,256
แม่ฮ่องสอน,1,พลังปวงชนไทย,206
แม่ฮ่องสอน,1,ชาติพันธุ์ไทย,200
แม่ฮ่องสอน,1,ไทรักธรรม,194
แม่ฮ่องสอน,1,ประชานิยม,190
ยโสธร,1,เพื่อไทย,38473
ยโสธร,1,พลังประชารัฐ,23004
ยโสธร,1,ก้าวไกล,15656
ยโสธร,1,ภูมิใจไทย,15113
ยโสธร,1,ประชาธิปัตย์,1307
ยโสธร,1,เสรีรวมไทย,1070
ยโสธร,1,เพื่อชาติ,697
ยโสธร,1,ชาติพัฒนากล้า,584
ยโสธร,1,ไทยศรีวิไลย์,498
ยโสธร,1,เศรษฐกิจใหม่,480
ยโสธร,1,พลังไทยรักไทย,408
ยโสธร,1,พลังแรงงานไทย,352
ยโสธร,1,พลังแผ่นดินทอง,308
ยโสธร,1,ไทรักธรรม,299
ยโสธร,1,รวมพลังประชาชาติไทย,231
ยโสธร,1,พลังท้องถิ่นไท,217
ยโสธร,1,ประชาธิปไตยใหม่,214
ยโสธร,1,ฐานรากไทย,192
ยโสธร,1,ชาติไทยพัฒนา,164
ยโสธร,1,เพื่อแผ่นดิน,138
ยโสธร,1,ประชาชนปฏิรูป,124
ยโสธร,1,พลังชาติไทย,122
ยโสธร,1,พลังธรรมใหม่,104
ยโสธร,1,ประชานิยม,101
ยโสธร,1,กรีน,92
ยโสธร,1,ประชาธรรมไทย,85
ยโสธร,1,รักษ์ผืนป่าประเทศไทย,74
ยโสธร,1,รักท้องถิ่นไทย,55
ยโสธร,1,ครูไทยเพื่อประชาชน,49
ยโสธร,1,ประชาภิวัฒน์,45
ยโสธร,1,ภาคีเครือข่ายไทย,26
ยโสธร,2,เพื่อไทย,50480
ยโสธร,2,พลังประชารัฐ,14247
ยโสธร,2,ภูมิใจไทย,12165
ยโสธร,2,ก้าวไกล,7229
ยโสธร,2,รวมใจไทย,1769
ยโสธร,2,ประชาธิปัตย์,1137
ยโสธร,2,พลังชาติไทย,690
ยโสธร,2,เสรีรวมไทย,617
ยโสธร,2,ชาติพัฒนากล้า,456
ยโสธร,2,ไทยศรีวิไลย์,347
ยโสธร,2,พลังไทยรักไทย,343
ยโสธร,2,เศรษฐกิจใหม่,258
ยโสธร,2,รักษ์ผืนป่าประเทศไทย,212
ยโสธร,2,พลังท้องถิ่นไท,170
ยโสธร,2,ประชานิยม,137
ยโสธร,2,รวมพลังประชาชาติไทย,122
ยโสธร,2,ประชาชนปฏิรูป,108
ยโสธร,2,ประชาภิวัฒน์,99
ยโสธร,2,ครูไทยเพื่อประชาชน,91
ยโสธร,2,พลังธรรมใหม่,89
ยโสธร,2,ประชาธิปไตยใหม่,85
ยโสธร,2,พลังศรัทธา,82
ยโสธร,2,ภาคีเครือข่ายไทย,51
ยโสธร,2,กรีน,50
ยโสธร,2,เพื่อแผ่นดิน,46
ยโสธร,2,ไทรักธรรม,43
ยโสธร,2,ภราดรภาพ,41
ยโสธร,2,พลังประชาธิปไตย,35
ยโสธร,3,เพื่อไทย,40612
ยโสธร,3,พลังประชารัฐ,24383
ยโสธร,3,ภูมิใจไทย,13555
ยโสธร,3,ก้าวไกล,8433
ยโสธร,3,เพื่อชาติ,1882
ยโสธร,3,พลังชาติไทย,1385
ยโสธร,3,เสรีรวมไทย,891
ยโสธร,3,ชาติไทยพัฒนา,889
ยโสธร,3,ประชาธิปัตย์,790
ยโสธร,3,ภราดรภาพ,571
ยโสธร,3,ประชาธรรมไทย,490
ยโสธร,3,เพื่อคนไทย,284
ยโสธร,3,ประชาชาติ,233
ยโสธร,3,เศรษฐกิจใหม่,212
ยโสธร,3,รักท้องถิ่นไทย,199
ยโสธร,3,ชาติพัฒนากล้า,172
ยโสธร,3,ประชาธิปไตยใหม่,130
ยโสธร,3,รวมพลังประชาชาติไทย,118
ยโสธร,3,กรีน,110
ยโสธร,3,ประชาภิวัฒน์,90
ยโสธร,3,รักษ์ผืนป่าประเทศไทย,88
ยโสธร,3,พลังไทสร้างชาติ,86
ยโสธร,3,ไทยศรีวิไลย์,81
ยโสธร,3,ภูมิพลังเกษตรกรไทย,70
ยโสธร,3,สยามพัฒนา,66
ยโสธร,3,พลังท้องถิ่นไท,65
ยโสธร,3,พลังธรรมใหม่,52
ยโสธร,3,ครูไทยเพื่อประชาชน,50
ยโสธร,3,เพื่อแผ่นดิน,45
ยโสธร,3,ประชานิยม,40
ยโสธร,3,ประชาชนปฏิรูป,40
ยโสธร,3,ไทรักธรรม,21
ยโสธร,3,พลังประชาธิปไตย,21
ร้อยเอ็ด,1,ชาติไทยพัฒนา,44899
ร้อยเอ็ด,1,เพื่อไทย,24121
ร้อยเอ็ด,1,พลังประชารัฐ,17993
ร้อยเอ็ด,1,ก้าวไกล,14263
ร้อยเอ็ด,1,เสรีรวมไทย,3253
ร้อยเอ็ด,1,ประชาธิปัตย์,1641
ร้อยเอ็ด,1,ชาติพัฒนากล้า,1016
ร้อยเอ็ด,1,เศรษฐกิจใหม่,830
ร้อยเอ็ด,1,ภูมิใจไทย,483
ร้อยเอ็ด,1,ประชาชนปฏิรูป,259
ร้อยเอ็ด,1,เพื่อชาติ,251
ร้อยเอ็ด,1,พลังสังคม,228
ร้อยเอ็ด,1,ประชาชาติ,223
ร้อยเอ็ด,1,พลังท้องถิ่นไท,203
ร้อยเอ็ด,1,ไทยธรรม,146
ร้อยเอ็ด,1,ประชานิยม,146
ร้อยเอ็ด,1,พลังธรรมใหม่,138
ร้อยเอ็ด,1,รวมพลังประชาชาติไทย,136
ร้อยเอ็ด,1,พลังชาติไทย,128
ร้อยเอ็ด,1,พลเมืองไทย,120
ร้อยเอ็ด,1,ไทรักธรรม,110
ร้อยเอ็ด,1,รวมใจไทย,108
ร้อยเอ็ด,1,ประชาธรรมไทย,103
ร้อยเอ็ด,1,ไทยศรีวิไลย์,99
ร้อยเอ็ด,1,รักษ์ผืนป่าประเทศไทย,97
ร้อยเอ็ด,1,พลังไทยรักไทย,84
ร้อยเอ็ด,1,เพื่อแผ่นดิน,44
ร้อยเอ็ด,1,พลังไทสร้างชาติ,38
ร้อยเอ็ด,1,เพื่อชีวิตใหม่,36
ร้อยเอ็ด,1,ภราดรภาพ,32
ร้อยเอ็ด,1,ผึ้งหลวง,25
ร้อยเอ็ด,1,พลังรัก,24
ร้อยเอ็ด,1,แผ่นดินธรรม,11
ร้อยเอ็ด,2,เพื่อไทย,49196
ร้อยเอ็ด,2,พลังประชารัฐ,22148
ร้อยเอ็ด,2,ก้าวไกล,12465
ร้อยเอ็ด,2,ประชาธิปัตย์,7343
ร้อยเอ็ด,2,เสรีรวมไทย,1192
ร้อยเอ็ด,2,เพื่อชาติ,981
ร้อยเอ็ด,2,ประชาภิวัฒน์,934
ร้อยเอ็ด,2,เศรษฐกิจใหม่,699
ร้อยเอ็ด,2,ชาติไทยพัฒนา,657
ร้อยเอ็ด,2,พลังปวงชนไทย,550
ร้อยเอ็ด,2,ภราดรภาพ,428
ร้อยเอ็ด,2,รวมพลังประชาชาติไทย,395
ร้อยเอ็ด,2,พลังท้องถิ่นไท,365
ร้อยเอ็ด,2,กรีน,303
ร้อยเอ็ด,2,ภูมิใจไทย,265
ร้อยเอ็ด,2,ไทยธรรม,202
ร้อยเอ็ด,2,รักษ์ผืนป่าประเทศไทย,168
ร้อยเอ็ด,2,ประชาธิปไตยใหม่,146
ร้อยเอ็ด,2,ชาติพัฒนากล้า,144
ร้อยเอ็ด,2,ไทยศรีวิไลย์,140
ร้อยเอ็ด,2,พลังธรรมใหม่,131
ร้อยเอ็ด,2,พลังสังคม,124
ร้อยเอ็ด,2,พลังไทยรักไทย,119
ร้อยเอ็ด,2,ประชานิยม,108
ร้อยเอ็ด,2,พลังรัก,107
ร้อยเอ็ด,2,เพื่อชีวิตใหม่,107
ร้อยเอ็ด,2,เพื่อแผ่นดิน,82
ร้อยเอ็ด,2,ครูไทยเพื่อประชาชน,79
ร้อยเอ็ด,2,ภาคีเครือข่ายไทย,78
ร้อยเอ็ด,2,สยามพัฒนา,65
ร้อยเอ็ด,2,พลังชาติไทย,52
ร้อยเอ็ด,2,ประชาธรรมไทย,46
ร้อยเอ็ด,2,ผึ้งหลวง,34
ร้อยเอ็ด,2,ประชาชนปฏิรูป,27
ร้อยเอ็ด,3,เพื่อไทย,37557
ร้อยเอ็ด,3,พลังประชารัฐ,33013
ร้อยเอ็ด,3,ก้าวไกล,13017
ร้อยเอ็ด,3,ชาติไทยพัฒนา,2391
ร้อยเอ็ด,3,เสรีรวมไทย,958
ร้อยเอ็ด,3,เพื่อชาติ,942
ร้อยเอ็ด,3,ประชาธิปัตย์,889
ร้อยเอ็ด,3,สยามพัฒนา,650
ร้อยเอ็ด,3,ชาติพัฒนากล้า,584
ร้อยเอ็ด,3,พลเมืองไทย,483
ร้อยเอ็ด,3,ภูมิใจไทย,465
ร้อยเอ็ด,3,เศรษฐกิจใหม่,424
ร้อยเอ็ด,3,รวมพลังประชาชาติไทย,379
ร้อยเอ็ด,3,ทางเลือกใหม่,379
ร้อยเอ็ด,3,พลังครูไทย,255
ร้อยเอ็ด,3,พลังธรรมใหม่,253
ร้อยเอ็ด,3,ผึ้งหลวง,203
ร้อยเอ็ด,3,พลังชาติไทย,199
ร้อยเอ็ด,3,พลังประชาธิปไตย,167
ร้อยเอ็ด,3,เพื่อแผ่นดิน,137
ร้อยเอ็ด,3,ประชาธรรมไทย,110
ร้อยเอ็ด,3,พลังท้องถิ่นไท,103
ร้อยเอ็ด,3,พลังไทยรักไทย,98
ร้อยเอ็ด,3,รักษ์ผืนป่าประเทศไทย,92
ร้อยเอ็ด,3,ประชาภิวัฒน์,88
ร้อยเอ็ด,3,กรีน,84
ร้อยเอ็ด,3,ไทยศรีวิไลย์,57
ร้อยเอ็ด,3,ไทยธรรม,51
ร้อยเอ็ด,3,ประชานิยม,47
ร้อยเอ็ด,3,ครูไทยเพื่อประชาชน,47
ร้อยเอ็ด,3,แผ่นดินธรรม,40
ร้อยเอ็ด,3,ประชากรไทย,31
ร้อยเอ็ด,3,พลังศรัทธา,27
ร้อยเอ็ด,3,พลังสังคม,18
ร้อยเอ็ด,3,พลังรัก,8
ร้อยเอ็ด,4,เพื่อไทย,50072
ร้อยเอ็ด,4,พลังประชารัฐ,18408
ร้อยเอ็ด,4,ก้าวไกล,12974
ร้อยเอ็ด,4,ภูมิใจไทย,5971
ร้อยเอ็ด,4,ประชาธิปัตย์,840
ร้อยเอ็ด,4,เสรีรวมไทย,809
ร้อยเอ็ด,4,พลังท้องถิ่นไท,664
ร้อยเอ็ด,4,เศรษฐกิจใหม่,466
ร้อยเอ็ด,4,พลังไทยรักไทย,420
ร้อยเอ็ด,4,พลังธรรมใหม่,266
ร้อยเอ็ด,4,เพื่อชาติ,220
ร้อยเอ็ด,4,ประชาชาติ,215
ร้อยเอ็ด,4,รักษ์ผืนป่าประเทศไทย,206
ร้อยเอ็ด,4,ไทยศรีวิไลย์,193
ร้อยเอ็ด,4,พลังครูไทย,189
ร้อยเอ็ด,4,ชาติไทยพัฒนา,184
ร้อยเอ็ด,4,รวมพลังประชาชาติไทย,168
ร้อยเอ็ด,4,ประชานิยม,161
ร้อยเอ็ด,4,ทางเลือกใหม่,139
ร้อยเอ็ด,4,เพื่อแผ่นดิน,115
ร้อยเอ็ด,4,ไทยธรรม,113
ร้อยเอ็ด,4,พลังปวงชนไทย,90
ร้อยเอ็ด,4,ประชาภิวัฒน์,85
ร้อยเอ็ด,4,ประชาธรรมไทย,78
ร้อยเอ็ด,4,แผ่นดินธรรม,73
ร้อยเอ็ด,4,กรีน,60
ร้อยเอ็ด,4,ประชาชนปฏิรูป,36
ร้อยเอ็ด,4,ภาคีเครือข่ายไทย,30
ร้อยเอ็ด,4,ครูไทยเพื่อประชาชน,28
ร้อยเอ็ด,4,พลังศรัทธา,25
ร้อยเอ็ด,4,พลังชาติไทย,21
ร้อยเอ็ด,4,สยามพัฒนา,16
ร้อยเอ็ด,5,เพื่อไทย,58842
ร้อยเอ็ด,5,ก้าวไกล,11172
ร้อยเอ็ด,5,พลังประชารัฐ,9686
ร้อยเอ็ด,5,ชาติไทยพัฒนา,3743
ร้อยเอ็ด,5,เสรีรวมไทย,1718
ร้อยเอ็ด,5,ประชาธิปัตย์,1065
ร้อยเอ็ด,5,พลังศรัทธา,982
ร้อยเอ็ด,5,พลังไทยรักไทย,955
ร้อยเอ็ด,5,รวมพลังประชาชาติไทย,839
ร้อยเอ็ด,5,เพื่อชาติ,520
ร้อยเอ็ด,5,พลังท้องถิ่นไท,403
ร้อยเอ็ด,5,ภูมิใจไทย,393
ร้อยเอ็ด,5,เศรษฐกิจใหม่,316
ร้อยเอ็ด,5,พลังสังคม,286
ร้อยเอ็ด,5,ประชาธรรมไทย,235
ร้อยเอ็ด,5,พลังประชาธิปไตย,159
ร้อยเอ็ด,5,ผึ้งหลวง,156
ร้อยเอ็ด,5,ทางเลือกใหม่,152
ร้อยเอ็ด,5,พลังธรรมใหม่,126
ร้อยเอ็ด,5,รักษ์ผืนป่าประเทศไทย,102
ร้อยเอ็ด,5,เพื่อแผ่นดิน,91
ร้อยเอ็ด,5,ไทยศรีวิไลย์,79
ร้อยเอ็ด,5,พลังครูไทย,72
ร้อยเอ็ด,5,ประชาชนปฏิรูป,61
ร้อยเอ็ด,5,ประชาภิวัฒน์,59
ร้อยเอ็ด,5,ประชานิยม,47
ร้อยเอ็ด,5,ไทยธรรม,40
ร้อยเอ็ด,5,ครูไทยเพื่อประชาชน,38
ร้อยเอ็ด,5,ชาติพัฒนากล้า,32
ร้อยเอ็ด,5,เพื่อชีวิตใหม่,31
ร้อยเอ็ด,5,พลังไทสร้างชาติ,28
ร้อยเอ็ด,6,เพื่อไทย,52734
ร้อยเอ็ด,6,ก้าวไกล,14331
ร้อยเอ็ด,6,พลังประชารัฐ,13801
ร้อยเอ็ด,6,ภูมิใจไทย,3924
ร้อยเอ็ด,6,เสรีรวมไทย,1763
ร้อยเอ็ด,6,ประชาธรรมไทย,1057
ร้อยเอ็ด,6,ประชาธิปัตย์,1032
ร้อยเอ็ด,6,พลังปวงชนไทย,1003
ร้อยเอ็ด,6,ทางเลือกใหม่,902
ร้อยเอ็ด,6,ชาติไทยพัฒนา,452
ร้อยเอ็ด,6,ประชาชนปฏิรูป,386
ร้อยเอ็ด,6,พลังไทยรักไทย,364
ร้อยเอ็ด,6,เศรษฐกิจใหม่,325
ร้อยเอ็ด,6,รวมพลังประชาชาติไทย,323
ร้อยเอ็ด,6,เพื่อแผ่นดิน,312
ร้อยเอ็ด,6,พลังท้องถิ่นไท,298
ร้อยเอ็ด,6,รักษ์ผืนป่าประเทศไทย,296
ร้อยเอ็ด,6,ชาติพัฒนากล้า,257
ร้อยเอ็ด,6,พลังไทสร้างชาติ,236
ร้อยเอ็ด,6,พลังศรัทธา,152
ร้อยเอ็ด,6,สยามพัฒนา,150
ร้อยเอ็ด,6,พลังธรรมใหม่,121
ร้อยเอ็ด,6,ประชานิยม,120
ร้อยเอ็ด,6,เพื่อชีวิตใหม่,119
ร้อยเอ็ด,6,ไทยศรีวิไลย์,118
ร้อยเอ็ด,6,ประชาภิวัฒน์,116
ร้อยเอ็ด,6,ภราดรภาพ,107
ร้อยเอ็ด,6,พลังชาติไทย,66
ร้อยเอ็ด,6,แผ่นดินธรรม,53
ร้อยเอ็ด,6,กรีน,50
ร้อยเอ็ด,6,ไทรักธรรม,49
ร้อยเอ็ด,6,ไทยธรรม,46
ร้อยเอ็ด,6,ภาคีเครือข่ายไทย,37
ร้อยเอ็ด,6,ผึ้งหลวง,19
ร้อยเอ็ด,6,พลังสังคม,6
ร้อยเอ็ด,7,เพื่อไทย,51083
ร้อยเอ็ด,7,พลังประชารัฐ,17978
ร้อยเอ็ด,7,ก้าวไกล,11841
ร้อยเอ็ด,7,ชาติไทยพัฒนา,6515
ร้อยเอ็ด,7,ภูมิใจไทย,3444
ร้อยเอ็ด,7,เสรีรวมไทย,1883
ร้อยเอ็ด,7,ไทรักธรรม,657
ร้อยเอ็ด,7,เศรษฐกิจใหม่,645
ร้อยเอ็ด,7,ประชาธิปัตย์,550
ร้อยเอ็ด,7,เพื่อชาติ,462
ร้อยเอ็ด,7,พลังท้องถิ่นไท,401
ร้อยเอ็ด,7,พลังชาติไทย,354
ร้อยเอ็ด,7,ประชาชนปฏิรูป,272
ร้อยเอ็ด,7,ครูไทยเพื่อประชาชน,269
ร้อยเอ็ด,7,เพื่อแผ่นดิน,254
ร้อยเอ็ด,7,ประชาชาติ,248
ร้อยเอ็ด,7,ประชานิยม,230
ร้อยเอ็ด,7,สยามพัฒนา,201
ร้อยเอ็ด,7,รักษ์ผืนป่าประเทศไทย,199
ร้อยเอ็ด,7,พลังธรรมใหม่,169
ร้อยเอ็ด,7,กรีน,153
ร้อยเอ็ด,7,พลังไทยรักไทย,147
ร้อยเอ็ด,7,ชาติพัฒนากล้า,138
ร้อยเอ็ด,7,ประชาธิปไตยใหม่,138
ร้อยเอ็ด,7,ประชาภิวัฒน์,124
ร้อยเอ็ด,7,รวมพลังประชาชาติไทย,119
ร้อยเอ็ด,7,ทางเลือกใหม่,110
ร้อยเอ็ด,7,พลังไทสร้างชาติ,89
ร้อยเอ็ด,7,ไทยศรีวิไลย์,78
ร้อยเอ็ด,7,ไทยธรรม,64
ร้อยเอ็ด,7,เพื่อชีวิตใหม่,49
ร้อยเอ็ด,7,พลังศรัทธา,40
ร้อยเอ็ด,7,พลังปวงชนไทย,26
ร้อยเอ็ด,7,พลังสังคม,16
ระยอง,1,ประชาธิปัตย์,33342
ระยอง,1,ก้าวไกล,20950
ระยอง,1,เพื่อไทย,11460
ระยอง,1,เสรีรวมไทย,2768
ระยอง,1,เศรษฐกิจใหม่,2574
ระยอง,1,ภูมิใจไทย,2420
ระยอง,1,รวมพลังประชาชาติไทย,2295
ระยอง,1,ชาติไทยพัฒนา,548
ระยอง,1,ไทยศรีวิไลย์,461
ระยอง,1,เพื่อชาติ,391
ระยอง,1,พลังท้องถิ่นไท,359
ระยอง,1,รักษ์ผืนป่าประเทศไทย,335
ระยอง,1,ประชาชนปฏิรูป,252
ระยอง,1,พลเมืองไทย,215
ระยอง,1,ประชาไทย,141
ระยอง,1,ประชาธิปไตยใหม่,138
ระยอง,1,เพื่อชีวิตใหม่,109
ระยอง,1,ไทรักธรรม,94
ระยอง,1,ครูไทยเพื่อประชาชน,92
ระยอง,1,พลังชาติไทย,83
ระยอง,1,ประชานิยม,68
ระยอง,1,ประชาธรรมไทย,38
ระยอง,1,มหาชน,35
ระยอง,1,ประชาภิวัฒน์,32
ระยอง,1,เพื่อแผ่นดิน,31
ระยอง,1,มติประชา,24
ระยอง,3,ประชาธิปัตย์,30121
ระยอง,3,ก้าวไกล,26166
ระยอง,3,เพื่อไทย,17256
ระยอง,3,พลังประชารัฐ,13957
ระยอง,3,เสรีรวมไทย,3458
ระยอง,3,เศรษฐกิจใหม่,1938
ระยอง,3,ภูมิใจไทย,1536
ระยอง,3,ชาติไทยพัฒนา,533
ระยอง,3,รักษ์ผืนป่าประเทศไทย,500
ระยอง,3,สังคมประชาธิปไตยไทย,450
ระยอง,3,รวมพลังประชาชาติไทย,429
ระยอง,3,ไทยศรีวิไลย์,399
ระยอง,3,เพื่อชาติ,352
ระยอง,3,เพื่อแผ่นดิน,260
ระยอง,3,พลังปวงชนไทย,250
ระยอง,3,พลังท้องถิ่นไท,244
ระยอง,3,พลังชาติไทย,235
ระยอง,3,ประชานิยม,180
ระยอง,3,ประชาธิปไตยใหม่,131
ระยอง,3,ประชาภิวัฒน์,127
ระยอง,3,ประชาชนปฏิรูป,100
ระยอง,3,มติประชา,76
ระยอง,3,ประชาไทย,75
ระยอง,3,ไทรักธรรม,65
ระยอง,3,พลเมืองไทย,60
ระยอง,3,มหาชน,60
ระยอง,4,พลังประชารัฐ,29077
ระยอง,4,ก้าวไกล,23834
ระยอง,4,เพื่อไทย,21704
ระยอง,4,ประชาธิปัตย์,13544
ระยอง,4,เศรษฐกิจใหม่,2875
ระยอง,4,เสรีรวมไทย,2227
ระยอง,4,ภูมิใจไทย,1484
ระยอง,4,รวมพลังประชาชาติไทย,362
ระยอง,4,ไทยศรีวิไลย์,346
ระยอง,4,เพื่อชาติ,317
ระยอง,4,สังคมประชาธิปไตยไทย,204
ระยอง,4,พลังท้องถิ่นไท,166
ระยอง,4,รักษ์ผืนป่าประเทศไทย,143
ระยอง,4,มติประชา,124
ระยอง,4,ครูไทยเพื่อประชาชน,111
ระยอง,4,ประชาชนปฏิรูป,72
ระยอง,4,พลังชาติไทย,65
ระยอง,4,พลังปวงชนไทย,63
ระยอง,4,ประชาไทย,62
ระยอง,4,ประชาธิปไตยใหม่,49
ระยอง,4,มหาชน,47
ระยอง,4,ประชาภิวัฒน์,45
ระยอง,4,ประชาธรรมไทย,30
ระยอง,4,ไทรักธรรม,30
ระยอง,4,ประชานิยม,24
ระยอง,4,พลเมืองไทย,20
ลพบุรี,1,พลังประชารัฐ,31650
ลพบุรี,1,เพื่อไทย,29375
ลพบุรี,1,ก้าวไกล,21914
ลพบุรี,1,ประชาธิปัตย์,10173
ลพบุรี,1,เศรษฐกิจใหม่,2227
