Name,Title,IsMp,IsSenator,IsCabinet,IsActive,MpType,MpProvince,MpZone,MpList,Vote,SenatorMethod,CabinetPosition0,CabinetPosition1,Gender,Birthdate,Education,Graduation,Degree,ExOccupation0,ExOccupation1,OccupationGroup,Quotes,QuotesUrl,Asset,Facebook,Twitter,Bio,PeoplePartyHistory,PeopleVotes,Debt,NcpoRelation,Images,NcpoType
ศุภมาส อิศรภักดี,นางสาว,true,false,false,true,บัญชีรายชื่อ,,,8,,,,,หญิง,1973-04-03,ปริญญาโท,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมศาสตรมหาบัณฑิต (การจัดการทางวิศวกรรม),สมาชิกสภาผู้แทนราษฎร,,การเมือง,,,2073009205.06,,,,ศุภมาส อิศรภักดี,"เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย",,false,%E0%B8%A8%E0%B8%B8%E0%B8%A0%E0%B8%A1%E0%B8%B2%E0%B8%AA-%E0%B8%AD%E0%B8%B4%E0%B8%A8%E0%B8%A3%E0%B8%A0%E0%B8%B1%E0%B8%81%E0%B8%94%E0%B8%B5.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%A8%E0%B8%B8%E0%B8%A0%E0%B8%A1%E0%B8%B2%E0%B8%AA-%E0%B8%AD%E0%B8%B4%E0%B8%A8%E0%B8%A3%E0%B8%A0%E0%B8%B1%E0%B8%81%E0%B8%94%E0%B8%B5.jpg),
สกุณา สาระนันท์,นางสาว,true,false,false,true,แบ่งเขต,สกลนคร,5,,46049,,,,หญิง,1968-10-03,ปริญญาโท,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,วิทยาศาสตรมหาบัณฑิต (เทคโนโลยีชีวภาพ),นักธุรกิจ,,เอกชน,,,56663455.17,https://www.facebook.com/Saranangroup/,https://twitter.com/SakunaSaranan,,สกุณา สาระนันท์,"เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, เห็นด้วย, เห็นด้วย, งดออกเสียง, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, ไม่เข้าร่วมประชุม, ไม่เข้าร่วมประชุม, ไม่ลงคะแนนเสียง, งดออกเสียง, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย",,false,%E0%B8%AA%E0%B8%81%E0%B8%B8%E0%B8%93%E0%B8%B2-%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B9%8C.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%AA%E0%B8%81%E0%B8%B8%E0%B8%93%E0%B8%B2-%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B9%8C.jpg),
สงคราม กิจเลิศไพโรจน์,ดร.,true,false,false,false,บัญชีรายชื่อ,,,1,,,,,ชาย,1944-03-15,ปริญญาเอก,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์,รัฐประศาสนศาสตรดุษฎีบัณฑิต,สมาชิกสภาผู้แทนราษฎร,เจ้าของห้างสรรพสินค้าอิมพีเรียล,การเมือง,,,623023582.5,,,ลาออกจากตำแหน่ง เมื่อวันที่ 31 มกราคม 2566,สงคราม กิจเลิศไพโรจน์,"เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, งดออกเสียง, เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, เห็นด้วย, ไม่เข้าร่วมประชุม, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, เห็นด้วย, งดออกเสียง, ไม่เข้าร่วมประชุม, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย",,false,%E0%B8%AA%E0%B8%87%E0%B8%84%E0%B8%A3%E0%B8%B2%E0%B8%A1-%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B9%80%E0%B8%A5%E0%B8%B4%E0%B8%A8%E0%B9%84%E0%B8%9E%E0%B9%82%E0%B8%A3%E0%B8%88%E0%B8%99%E0%B9%8C.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%AA%E0%B8%87%E0%B8%84%E0%B8%A3%E0%B8%B2%E0%B8%A1-%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B9%80%E0%B8%A5%E0%B8%B4%E0%B8%A8%E0%B9%84%E0%B8%9E%E0%B9%82%E0%B8%A3%E0%B8%88%E0%B8%99%E0%B9%8C.jpg),
สงวน พงษ์มณี,นาย,true,false,false,true,แบ่งเขต,ลำพูน,1,,51488,,,,ชาย,1944-01-02,ปริญญาโท,มหาวิทยาลัยธรรมศาสตร์,รัฐศาสตรมหาบัณฑิต (การเมืองการปกครอง),สมาชิกสภาผู้แทนราษฎร,,การเมือง,,,7612879.53,https://www.facebook.com/%E0%B8%AA%E0%B8%87%E0%B8%A7%E0%B8%99%E0%B8%9E%E0%B8%87%E0%B8%A9%E0%B9%8C%E0%B8%A1%E0%B8%93%E0%B8%B52114436298869604/,https://twitter.com/sanguan372,,สงวน พงษ์มณี,"เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, งดออกเสียง, เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, ไม่เข้าร่วมประชุม, งดออกเสียง, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, ไม่เข้าร่วมประชุม, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย",,false,%E0%B8%AA%E0%B8%87%E0%B8%A7%E0%B8%99-%E0%B8%9E%E0%B8%87%E0%B8%A9%E0%B9%8C%E0%B8%A1%E0%B8%93%E0%B8%B5.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%AA%E0%B8%87%E0%B8%A7%E0%B8%99-%E0%B8%9E%E0%B8%87%E0%B8%A9%E0%B9%8C%E0%B8%A1%E0%B8%93%E0%B8%B5.jpg),
สนอง เทพอักษรณรงค์,นาย,true,false,false,true,แบ่งเขต,บุรีรัมย์,1,,41513,,,,ชาย,1946-01-01,ปริญญาตรี,มหาวิทยาลัยราชภัฏบุรีรัมย์,ศิลปศาสตรบัณฑิต (การพัฒนาชุมชน),สมาชิกสภาผู้แทนราษฎร,,การเมือง,,,16228580.09,https://www.facebook.com/sanong.thep/timeline?lst=1043143010%3A100006549303629%3A1572080222,,,สนอง เทพอักษรณรงค์,"เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย",,false,%E0%B8%AA%E0%B8%99%E0%B8%AD%E0%B8%87-%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%AD%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B8%A3%E0%B8%93%E0%B8%A3%E0%B8%87%E0%B8%84%E0%B9%8C.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%AA%E0%B8%99%E0%B8%AD%E0%B8%87-%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%AD%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B8%A3%E0%B8%93%E0%B8%A3%E0%B8%87%E0%B8%84%E0%B9%8C.jpg),
สมเกียรติ ไชยวิสุทธิกุล,นาย,true,false,false,true,บัญชีรายชื่อ,,,50,,,,,ชาย,1963-04-16,ปริญญาโท,มหาวิทยาลัยรามคำแหง,บริหารธุรกิจมหาบัณฑิต,นักธุรกิจ,,เอกชน,,,33756339.3,https://www.facebook.com/nirut.chanchotsri.9,,เดิมเป็น ส.ส. สังกัดพรรคอนาคตใหม่ เมื่อพรรคอนาคตใหม่ถูกยุบเมื่อวันที่ 21 ก.พ. 2563 ก็ได้ย้ายไปสังกัดพรรคก้าวไกลตั้งแต่เดือนมีนาคม 2563,สมเกียรติ ไชยวิสุทธิกุล,"เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย",,false,%E0%B8%AA%E0%B8%A1%E0%B9%80%E0%B8%81%E0%B8%B5%E0%B8%A2%E0%B8%A3%E0%B8%95%E0%B8%B4-%E0%B9%84%E0%B8%8A%E0%B8%A2%E0%B8%A7%E0%B8%B4%E0%B8%AA%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B8%81%E0%B8%B8%E0%B8%A5.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%AA%E0%B8%A1%E0%B9%80%E0%B8%81%E0%B8%B5%E0%B8%A2%E0%B8%A3%E0%B8%95%E0%B8%B4-%E0%B9%84%E0%B8%8A%E0%B8%A2%E0%B8%A7%E0%B8%B4%E0%B8%AA%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B8%81%E0%B8%B8%E0%B8%A5.jpg),
สมเกียรติ ถนอมสินธุ์,นาย,true,false,false,true,แบ่งเขต,กรุงเทพมหานคร,21,,35702,,,,ชาย,1979-11-24,ปริญญาโท,มหาวิทยาลัยธุรกิจบัณฑิตย์,บริหารธุรกิจมหาบัณฑิต,พนักงานบริษัทเอกชน,,เอกชน,,,5051800,https://www.facebook.com/SomkiatFWP/,,เดิมเป็น ส.ส. สังกัดพรรคอนาคตใหม่ เมื่อพรรคอนาคตใหม่ถูกยุบเมื่อวันที่ 21 ก.พ. 2563 ก็ได้ย้ายไปสังกัดพรรคก้าวไกลตั้งแต่เดือนมีนาคม 2563,สมเกียรติ ถนอมสินธุ์,"เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, งดออกเสียง, ไม่เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เข้าร่วมประชุม, เห็นด้วย, ไม่เห็นด้วย, ไม่เข้าร่วมประชุม, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย",,false,%E0%B8%AA%E0%B8%A1%E0%B9%80%E0%B8%81%E0%B8%B5%E0%B8%A2%E0%B8%A3%E0%B8%95%E0%B8%B4-%E0%B8%96%E0%B8%99%E0%B8%AD%E0%B8%A1%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B8%98%E0%B8%B8%E0%B9%8C.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%AA%E0%B8%A1%E0%B9%80%E0%B8%81%E0%B8%B5%E0%B8%A2%E0%B8%A3%E0%B8%95%E0%B8%B4-%E0%B8%96%E0%B8%99%E0%B8%AD%E0%B8%A1%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B8%98%E0%B8%B8%E0%B9%8C.jpg),
สมเกียรติ วอนเพียร,นาย,true,false,false,false,แบ่งเขต,กาญจนบุรี,2,,32882,,,,ชาย,1955-07-28,ปริญญาโท,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,รัฐประศาสนศาสตรมหาบัณฑิต,นายกเทศมนตรี,,การเมือง,,,144583454.18,,,ลาออกจากตำแหน่ง เมื่อวันที่ 9 กุมภาพันธ์ 2566 / ไม่มีการเลือกตั้งซ่อมในช่วง 180 วันก่อนสภาชุดนี้ครบวาระตามกฎหมาย,"สมเกียรติ วอนเพียร, สมเกียรติ วอนเพียร","เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย",,false,%E0%B8%AA%E0%B8%A1%E0%B9%80%E0%B8%81%E0%B8%B5%E0%B8%A2%E0%B8%A3%E0%B8%95%E0%B8%B4-%E0%B8%A7%E0%B8%AD%E0%B8%99%E0%B9%80%E0%B8%9E%E0%B8%B5%E0%B8%A2%E0%B8%A3.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%AA%E0%B8%A1%E0%B9%80%E0%B8%81%E0%B8%B5%E0%B8%A2%E0%B8%A3%E0%B8%95%E0%B8%B4-%E0%B8%A7%E0%B8%AD%E0%B8%99%E0%B9%80%E0%B8%9E%E0%B8%B5%E0%B8%A2%E0%B8%A3.jpg),
นันทนา สงฆ์ประชา,นาง,true,false,false,false,บัญชีรายชื่อ,,,2,,,,,หญิง,1958-11-11,ปริญญาตรี,"Republican College, Philippines",บริหารธุรกิจบัณฑิต (การเงินการธนาคาร),สมาชิกสภาผู้แทนราษฎร,สมาชิกวุฒิสภา,การเมือง,,,644022015.64,,,เริ่มปฏิบัติหน้าที่ 13 สิงหาคม 2562/ ลาออกจากตำแหน่ง เมื่อวันที่ 15 ธันวาคม 2565,"นันทนา สงฆ์ประชา, นันทนา สงฆ์ประชา","ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย",,false,%E0%B8%99%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B8%99%E0%B8%B2-%E0%B8%AA%E0%B8%87%E0%B8%86%E0%B9%8C%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%99%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B8%99%E0%B8%B2-%E0%B8%AA%E0%B8%87%E0%B8%86%E0%B9%8C%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2.jpg),
สมคิด เชื้อคง,นาย,true,false,false,true,แบ่งเขต,อุบลราชธานี,10,,36657,,,,ชาย,1966-11-17,ปริญญาตรี,มหาวิทยาลัยสุโขทัยธรรมาธิราช,บริหารธุรกิจบัณฑิต (การบริหารงานก่อสร้าง),สมาชิกสภาผู้แทนราษฎร,,การเมือง,,,19317593.479999997,https://www.facebook.com/profile.php?id=100015426965118&lst=1043143010%3A100015426965118%3A1572082311&sk=timeline,,,สมคิด เชื้อคง,"เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, งดออกเสียง, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, ไม่เข้าร่วมประชุม, เห็นด้วย, เห็นด้วย, งดออกเสียง, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย",,false,%E0%B8%AA%E0%B8%A1%E0%B8%84%E0%B8%B4%E0%B8%94-%E0%B9%80%E0%B8%8A%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%84%E0%B8%87.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%AA%E0%B8%A1%E0%B8%84%E0%B8%B4%E0%B8%94-%E0%B9%80%E0%B8%8A%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%84%E0%B8%87.jpg),
สมเจตน์ ลิมปะพันธุ์,นาย,true,false,false,true,แบ่งเขต,สุโขทัย,3,,34884,,,,ชาย,1968-05-14,ปริญญาโท,มหาวิทยาลัยรามคำแหง,ศิลปศาสตรมหาบัณฑิต (รัฐศาสตร์),สมาชิกสภาผู้แทนราษฎร,,การเมือง,,,25449659.8,https://www.facebook.com/somjate.limpabandhu,,,สมเจตน์ ลิมปะพันธุ์,"เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, งดออกเสียง, งดออกเสียง, งดออกเสียง, งดออกเสียง, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย",,false,%E0%B8%AA%E0%B8%A1%E0%B9%80%E0%B8%88%E0%B8%95%E0%B8%99%E0%B9%8C-%E0%B8%A5%E0%B8%B4%E0%B8%A1%E0%B8%9B%E0%B8%B0%E0%B8%9E%E0%B8%B1%E0%B8%99%E0%B8%98%E0%B8%B8%E0%B9%8C.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%AA%E0%B8%A1%E0%B9%80%E0%B8%88%E0%B8%95%E0%B8%99%E0%B9%8C-%E0%B8%A5%E0%B8%B4%E0%B8%A1%E0%B8%9B%E0%B8%B0%E0%B8%9E%E0%B8%B1%E0%B8%99%E0%B8%98%E0%B8%B8%E0%B9%8C.jpg),
สมชาติ ประดิษฐพร,นาย,true,false,false,true,แบ่งเขต,สุราษฎร์ธานี,4,,47408,,,,ชาย,1966-01-15,ปริญญาโท,วิทยาลัยเทคโนโลยีสยาม,รัฐประศาสนศาสตรมหาบัณฑิต,ประธานสภาองค์การบริหารส่วนจังหวัดสุราษฎร์ธานี,,การเมือง,,,74322785.61999999,,,,สมชาติ ประดิษฐพร,"เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, เห็นด้วย, ไม่เห็นด้วย, ไม่เห็นด้วย",,false,%E0%B8%AA%E0%B8%A1%E0%B8%8A%E0%B8%B2%E0%B8%95%E0%B8%B4-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%94%E0%B8%B4%E0%B8%A9%E0%B8%90%E0%B8%9E%E0%B8%A3.jpg(https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/%E0%B8%AA%E0%B8%A1%E0%B8%8A%E0%B8%B2%E0%B8%95%E0%B8%B4-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%94%E0%B8%B4%E0%B8%A9%E0%B8%90%E0%B8%9E%E0%B8%A3.jpg),
